ident,gtdb_representative,superkingdom,phylum,class,order,family,genus,species
GCA_016198645.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__GW2011-AR5,f__GW2011-AR5,g__JACQID01,s__JACQID01 sp016198645
GCF_002835825.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanoregula,s__Methanoregula sp002835825
GCA_026002795.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__ASMP01,s__ASMP01 sp026002795
GCF_000875775.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus piranensis
GCF_000336735.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax volcanii
GCA_030634705.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__RBG-16-68-12,f__JAGMCJ01,g__JAGMCJ01,s__JAGMCJ01 sp023136265
GCA_001587635.1,f,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Methanofastidiosales,f__Methanofastidiosaceae,g__Methanofastidiosum,s__Methanofastidiosum sp001587595
GCA_030697615.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Norongarragalinales,f__JAHFHC01,g__JAHFHC01,s__JAHFHC01 sp030697615
GCF_001577775.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Pyrococcus,s__Pyrococcus kukulkanii
GCA_903825675.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__GW2011-AR5,f__GW2011-AR5,g__CAIKBN01,s__CAIKBN01 sp903825675
GCA_018238625.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp018238625
GCA_029785685.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp029785685
GCA_018303465.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA10107,g__UBA10107,s__UBA10107 sp10107u
GCA_027319825.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOT01,s__JAJZOT01 sp021801305
GCF_014646535.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Thermocladium,s__Thermocladium modestius
GCF_000980025.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_021792665.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__JAMCUS01,g__JAMCUS01,s__JAMCUS01 sp023379385
GCA_028276565.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__Conexivisphaeraceae,g__Conexivisphaera,s__Conexivisphaera sp009903775
GCA_023252835.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,f__Wolframiiraptoraceae,g__Terraquivivens,s__Terraquivivens tengchongensis
GCA_938091805.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__B26-1,g__DTEX01,s__DTEX01 sp938091805
GCA_002170365.2,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-N2,s__MGIIb-N2 sp002502625
GCA_015522845.1,t,d__Archaea,p__B1Sed10-29,c__B1Sed10-29,o__WALL01,f__WALL01,g__WALL01,s__WALL01 sp015522845
GCA_030539985.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp030539985
GCA_021835925.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp021831005
GCA_030641985.1,f,d__Archaea,p__Halobacteriota,c__Syntropharchaeia,o__Alkanophagales,f__Methanospirareceae,g__QENH01,s__QENH01 sp009903405
GCA_018830245.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAHJSW01,s__JAHJSW01 sp018830245
GCA_005191425.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Helarchaeales,f__HEL-GB-B,g__HEL-GB-B,s__HEL-GB-B sp005191425
GCA_021834865.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__Micrarchaeum_A,s__Micrarchaeum_A sp021834865
GCA_023396455.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum parvum
GCA_027376075.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Ferroplasma,s__Ferroplasma sp021820565
GCA_018304205.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAGVWR01,s__JAGVWR01 sp018304205
GCA_021844825.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__GCA-000496135,s__GCA-000496135 sp000496135
GCA_001507975.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales_A,f__Methermicoccaceae,g__Methermicoccus,s__Methermicoccus shengliensis
GCA_001316165.1,f,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus kodakarensis
GCA_027373055.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOT01,s__JAJZOT01 sp021820245
GCA_003116855.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__AG1,g__AG1,s__AG1 sp003116855
GCF_001560835.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus acidocaldarius
GCF_000245255.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus islandicus
GCA_027377775.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021826685
GCA_016839985.1,t,d__Archaea,p__Asgardarchaeota,c__Heimdallarchaeia,o__Heimdallarchaeales,f__Heimdallarchaeaceae,g__UBA460,s__UBA460 sp016839985
GCA_902534365.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002718995
GCA_902563095.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-K1,s__MGIIa-K1 sp902563095
GCA_002496925.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp002686525
GCA_029241965.1,t,d__Archaea,p__Halobacteriota,c__Syntropharchaeia,o__Alkanophagales,f__Methanospirareceae,g__QENJ01,s__QENJ01 sp029241965
GCA_005878525.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__RBG-16-68-12,f__RBG-16-68-12,g__RBG-16-68-12,s__RBG-16-68-12 sp005878525
GCA_029776055.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__JACIWG01,f__JACIWG01,g__JACIWG01,s__JACIWG01 sp029776125
GCA_016180275.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA10200,g__UBA10200,s__UBA10200 sp016180275
GCA_013330935.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__UBA11855,s__UBA11855 sp11852u
GCA_003557905.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__PWHV01,s__PWHV01 sp003557905
GCA_018676855.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR9,g__PCYB01,s__PCYB01 sp018676855
GCA_026626905.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__Desulfurococcus,s__Desulfurococcus sp026626905
GCA_027337315.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYB01,s__JAMCYB01 sp021797575
GCA_016198705.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__SCSR01,g__JACQIA01,s__JACQIA01 sp016198705
GCA_018651755.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR15,g__GW2011-AR15,s__GW2011-AR15 sp018657065
GCA_013538695.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosocaldaceae,g__Nitrosocaldus,s__Nitrosocaldus schleperae
GCF_903989535.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi
GCF_028681455.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae,g__Methanoculleus,s__Methanoculleus sp002506585
GCA_021161205.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__PIYF01,s__PIYF01 sp003601875
GCA_023267915.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,f__Wolframiiraptoraceae,g__Wolframiiraptor,s__Wolframiiraptor sinensis
GCA_027379195.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Sysuiplasmatales,f__Sysuiplasmataceae,g__Sysuiplasma,s__Sysuiplasma acidicola
GCA_016840245.1,t,d__Archaea,p__Asgardarchaeota,c__Thorarchaeia,o__Thorarchaeales,f__Thorarchaeaceae,g__YT-029,s__YT-029 sp016840245
GCA_021829215.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__GCA-000496135,s__GCA-000496135 sp021818675
GCF_902763115.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900314695
GCA_002507025.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_C,s__Methanobacterium_C sp002498385
GCA_028276065.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum sp009903905
GCA_003022745.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__SW-9-67-25,s__SW-9-67-25 sp003022745
GCA_019323135.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__WJJT01,s__WJJT01 sp019323135
GCF_000980135.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_030747695.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-K1,s__MGIIa-K1 sp030747695
GCA_027374085.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp023379555
GCA_002505405.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia alphae
GCA_002498125.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA525,g__UBA525,s__UBA525 sp002498125
GCA_027366155.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZIZ01,s__JAJZIZ01 sp027366155
GCA_030055635.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix_B,s__Methanothrix_B sp030055635
GCA_030648155.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAUSIK01,s__JAUSIK01 sp030648155
GCA_027377945.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021826685
GCF_900110535.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium jilantaiense
GCA_002923215.1,t,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__SZUA-236,g__SZUA-236,s__SZUA-236 sp002923215
GCA_028370815.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp028345195
GCA_027349895.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKAWW01,s__JAKAWW01 sp021816895
GCA_000805935.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR9,g__GW2011-AR9,s__GW2011-AR9 sp10194u
GCA_013330015.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L2,s__MGIIa-L2 sp8574u
GCA_903916665.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__0-14-0-20-30-16,f__0-14-0-20-30-16,g__0-14-0-20-30-16,s__0-14-0-20-30-16 sp903916665
GCA_023256115.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__SpSt-28,g__JAHLMO01,s__JAHLMO01 sp023256115
GCA_028717785.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__JAFCDX01,g__JAHIVQ01,s__JAHIVQ01 sp028717785
GCA_021160575.1,t,d__Archaea,p__Thermoproteota,c__Methanomethylicia,o__Methanomethylicales,f__JAGHCH01,g__JAGHCH01,s__JAGHCH01 sp021160575
GCF_000979475.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina sp000979455
GCA_021828155.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYM01,s__JAMCYM01 sp021828155
GCA_001316125.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Vulcanisaeta,s__Vulcanisaeta distributa_C
GCA_003601835.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__B26-1,g__PIYB01,s__PIYB01 sp003601835
GCA_001742785.1,t,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__IMC4,f__IMC4,g__IMC4,s__IMC4 sp001742785
GCA_028275045.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi_A
GCA_023484805.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__B-DKE,s__B-DKE sp023484805
GCF_000979665.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_018669025.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp018674605
GCA_021826525.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021826525
GCA_027366975.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma divulgatum
GCA_013330135.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002499345
GCF_018379875.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii
GCA_007571225.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp007571225
GCF_005435235.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense
GCA_027077895.1,t,d__Archaea,p__B1Sed10-29,c__B1Sed10-29,o__WALL01,f__WAMD01,g__JALWQZ01,s__JALWQZ01 sp027077895
GCA_902789715.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter,s__Methanobrevibacter sp900314635
GCF_009861625.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,s__Nitrosocosmicus sp008389435
GCA_027370815.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAKATQ01,s__JAKATQ01 sp021818665
GCA_002737445.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosarchaeum sp002737445
GCA_022729375.1,f,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__Nanosalinaceae,g__B1-Br10-U2g21,s__B1-Br10-U2g21 sp001564145
GCA_024275415.1,t,d__Archaea,p__Asgardarchaeota,c__Thorarchaeia,o__Thorarchaeales,f__Thorarchaeaceae,g__MP5-2226,s__MP5-2226 sp024275415
GCA_027076855.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__Conexivisphaeraceae,g__WALT01,s__WALT01 sp015522695
GCA_002495815.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002498925
GCA_002502055.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O1,s__MGIIb-O1 sp002498725
GCA_026014485.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__JADGNF01,s__JADGNF01 sp026014485
GCA_027373595.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp001856825
GCA_031200235.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA509,s__UBA509 sp002498845
GCA_015520595.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Aciduliprofundales,f__Aciduliprofundaceae,g__Aciduliprofundum,s__Aciduliprofundum boonei
GCA_013331625.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__Iainarchaeaceae,g__UBA10205,s__UBA10205 sp10205u
GCA_029785255.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp021800855
GCA_003661385.1,t,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__B14-G2,g__B14-G2,s__B14-G2 sp003661385
GCA_003663345.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__PWEA01,f__B50-G16,g__B50-G16,s__B50-G16 sp003663345
GCA_017608805.1,f,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__DTGL01,g__JAFCFP01,s__JAFCFP01 sp017608575
GCA_001507955.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__DSM-23052,g__Methanothermobacter_A,s__Methanothermobacter_A sp001507955
GCA_002010285.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__JdFR-41,s__JdFR-41 sp002010285
GCA_027343065.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZND01,s__JAJZND01 sp021803245
GCA_023269965.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Acidifodinimicrobium,s__Acidifodinimicrobium sp023269965
GCA_030615805.1,t,d__Archaea,p__Hadarchaeota,c__Hadarchaeia,o__Hadarchaeales,f__Hadarchaeaceae,g__DG-33,s__DG-33 sp030615805
GCA_023379825.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA447,s__UBA447 sp023379825
GCA_028691435.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__JAAZKV01,g__JABIDZ01,s__JABIDZ01 sp028691435
GCF_000979375.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_027367695.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma sp021816745
GCA_027379515.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JACWAH01,s__JACWAH01 sp023484105
GCA_027386985.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__BOG-1369,s__BOG-1369 sp021848045
GCF_000015145.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus butylicus
GCA_023622745.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae,g__Methanothermobacter,s__Methanothermobacter wolfei
GCF_001261915.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp001261915
GCA_027250855.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O5,s__MGIIb-O5 sp002718995
GCA_003559395.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__CSSED10-239,s__CSSED10-239 sp003559395
GCA_027333315.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKARM01,s__JAKARM01 sp021822165
GCF_903989505.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum walsbyi
GCA_029785375.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp029785375
GCF_900215575.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natronoarchaeaceae,g__Natronoarchaeum,s__Natronoarchaeum philippinense
GCA_002498985.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp002498985
GCA_002505535.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_C,s__Methanobacterium_C sp002498385
GCA_027386455.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp021851265
GCA_027374855.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp021802505
GCA_029211045.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__DQIP01,s__DQIP01 sp023544565
GCA_027374695.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp021802505
GCF_022780185.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A woesei
GCA_027382105.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAJYEA01,s__JAJYEA01 sp021809545
GCA_025517535.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halapricum,s__Halapricum sp025517565
GCA_021798055.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JACWAH01,s__JACWAH01 sp023484105
GCA_021163065.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__B5-G16,s__B5-G16 sp021163065
GCA_029987395.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp029987395
GCA_014859805.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__SOJA01,s__SOJA01 sp014859805
GCA_016919625.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__UBA472,g__JACXTP01,s__JACXTP01 sp016919625
GCF_000979555.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_027368625.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOT01,s__JAJZOT01 sp021801305
GCA_021802335.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOM01,s__JAJZOM01 sp021810045
